"GEO_ID";"GEO_NAME";"VARIABLE";VALUE;"UNIT";"STATUS";"STATUS_DESC";"DESC_VAL";"PERIOD_REF";"SOURCE";"LAST_UPDATE";"GEOM_CODE";"GEOM";"GEOM_PERIOD";"MAP_ID";"MAP_URL"
"1";"Zürich";"Subventions en milliers de francs";159292;"1000 francs";"A";"Normaler Wert";"";"2019-01-01/2019-12-31";"BFS – Regionale Landwirtschaftliche Gesamtrechnung (R-LGR)";"2022-09-27";"kant";"Cantons";"1997-01-01";"23382";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/23382_fr.html"
"1";"Zürich";"Subventions (en francs) par hectare**";2197;"1000 Franken";"A";"Normaler Wert";"";"2019-01-01/2019-12-31";"BFS – Regionale Landwirtschaftliche Gesamtrechnung (R-LGR)";"2022-09-27";"kant";"Cantons";"1997-01-01";"23382";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/23382_fr.html"
"2";"Bern";"Subventions en milliers de francs";535373;"1000 francs";"A";"Normaler Wert";"";"2019-01-01/2019-12-31";"BFS – Regionale Landwirtschaftliche Gesamtrechnung (R-LGR)";"2022-09-27";"kant";"Cantons";"1997-01-01";"23382";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/23382_fr.html"
"2";"Bern";"Subventions (en francs) par hectare**";2790;"1000 Franken";"A";"Normaler Wert";"";"2019-01-01/2019-12-31";"BFS – Regionale Landwirtschaftliche Gesamtrechnung (R-LGR)";"2022-09-27";"kant";"Cantons";"1997-01-01";"23382";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/23382_fr.html"
"3";"Luzern";"Subventions en milliers de francs";231695;"1000 francs";"A";"Normaler Wert";"";"2019-01-01/2019-12-31";"BFS – Regionale Landwirtschaftliche Gesamtrechnung (R-LGR)";"2022-09-27";"kant";"Cantons";"1997-01-01";"23382";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/23382_fr.html"
"3";"Luzern";"Subventions (en francs) par hectare**";3063;"1000 Franken";"A";"Normaler Wert";"";"2019-01-01/2019-12-31";"BFS – Regionale Landwirtschaftliche Gesamtrechnung (R-LGR)";"2022-09-27";"kant";"Cantons";"1997-01-01";"23382";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/23382_fr.html"
"4";"Uri";"Subventions en milliers de francs";27989;"1000 francs";"A";"Normaler Wert";"";"2019-01-01/2019-12-31";"BFS – Regionale Landwirtschaftliche Gesamtrechnung (R-LGR)";"2022-09-27";"kant";"Cantons";"1997-01-01";"23382";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/23382_fr.html"
"4";"Uri";"Subventions (en francs) par hectare**";4141;"1000 Franken";"A";"Normaler Wert";"";"2019-01-01/2019-12-31";"BFS – Regionale Landwirtschaftliche Gesamtrechnung (R-LGR)";"2022-09-27";"kant";"Cantons";"1997-01-01";"23382";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/23382_fr.html"
"5";"Schwyz";"Subventions en milliers de francs";82572;"1000 francs";"A";"Normaler Wert";"";"2019-01-01/2019-12-31";"BFS – Regionale Landwirtschaftliche Gesamtrechnung (R-LGR)";"2022-09-27";"kant";"Cantons";"1997-01-01";"23382";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/23382_fr.html"
"5";"Schwyz";"Subventions (en francs) par hectare**";3485;"1000 Franken";"A";"Normaler Wert";"";"2019-01-01/2019-12-31";"BFS – Regionale Landwirtschaftliche Gesamtrechnung (R-LGR)";"2022-09-27";"kant";"Cantons";"1997-01-01";"23382";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/23382_fr.html"
