"GEO_ID";"GEO_NAME";"VARIABLE";VALUE;"UNIT";"STATUS";"STATUS_DESC";"DESC_VAL";"PERIOD_REF";"SOURCE";"LAST_UPDATE";"GEOM_CODE";"GEOM";"GEOM_PERIOD";"MAP_ID";"MAP_URL"
"1";"Zürich";"Subventions en milliers de francs";161003;"1000 francs";"A";"Normaler Wert";"";"2020-01-01/2020-12-31";"BFS – Regionale Landwirtschaftliche Gesamtrechnung (R-LGR)";"2023-11-16";"kant";"Cantons";"1997-01-01";"24497";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/24497_fr.html"
"1";"Zürich";"Subventions (en francs) par hectare**";2225;"1000 Franken";"A";"Normaler Wert";"";"2020-01-01/2020-12-31";"BFS – Regionale Landwirtschaftliche Gesamtrechnung (R-LGR)";"2023-11-16";"kant";"Cantons";"1997-01-01";"24497";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/24497_fr.html"
"2";"Bern";"Subventions en milliers de francs";533565;"1000 francs";"A";"Normaler Wert";"";"2020-01-01/2020-12-31";"BFS – Regionale Landwirtschaftliche Gesamtrechnung (R-LGR)";"2023-11-16";"kant";"Cantons";"1997-01-01";"24497";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/24497_fr.html"
"2";"Bern";"Subventions (en francs) par hectare**";2779;"1000 Franken";"A";"Normaler Wert";"";"2020-01-01/2020-12-31";"BFS – Regionale Landwirtschaftliche Gesamtrechnung (R-LGR)";"2023-11-16";"kant";"Cantons";"1997-01-01";"24497";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/24497_fr.html"
"3";"Luzern";"Subventions en milliers de francs";238106;"1000 francs";"A";"Normaler Wert";"";"2020-01-01/2020-12-31";"BFS – Regionale Landwirtschaftliche Gesamtrechnung (R-LGR)";"2023-11-16";"kant";"Cantons";"1997-01-01";"24497";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/24497_fr.html"
"3";"Luzern";"Subventions (en francs) par hectare**";3153;"1000 Franken";"A";"Normaler Wert";"";"2020-01-01/2020-12-31";"BFS – Regionale Landwirtschaftliche Gesamtrechnung (R-LGR)";"2023-11-16";"kant";"Cantons";"1997-01-01";"24497";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/24497_fr.html"
"4";"Uri";"Subventions en milliers de francs";26597;"1000 francs";"A";"Normaler Wert";"";"2020-01-01/2020-12-31";"BFS – Regionale Landwirtschaftliche Gesamtrechnung (R-LGR)";"2023-11-16";"kant";"Cantons";"1997-01-01";"24497";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/24497_fr.html"
"4";"Uri";"Subventions (en francs) par hectare**";3941;"1000 Franken";"A";"Normaler Wert";"";"2020-01-01/2020-12-31";"BFS – Regionale Landwirtschaftliche Gesamtrechnung (R-LGR)";"2023-11-16";"kant";"Cantons";"1997-01-01";"24497";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/24497_fr.html"
"5";"Schwyz";"Subventions en milliers de francs";83044;"1000 francs";"A";"Normaler Wert";"";"2020-01-01/2020-12-31";"BFS – Regionale Landwirtschaftliche Gesamtrechnung (R-LGR)";"2023-11-16";"kant";"Cantons";"1997-01-01";"24497";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/24497_fr.html"
"5";"Schwyz";"Subventions (en francs) par hectare**";3505;"1000 Franken";"A";"Normaler Wert";"";"2020-01-01/2020-12-31";"BFS – Regionale Landwirtschaftliche Gesamtrechnung (R-LGR)";"2023-11-16";"kant";"Cantons";"1997-01-01";"24497";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/24497_fr.html"
"6";"Obwalden";"Subventions en milliers de francs";33225;"1000 francs";"A";"Normaler Wert";"";"2020-01-01/2020-12-31";"BFS – Regionale Landwirtschaftliche Gesamtrechnung (R-LGR)";"2023-11-16";"kant";"Cantons";"1997-01-01";"24497";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/24497_fr.html"
"6";"Obwalden";"Subventions (en francs) par hectare**";4263;"1000 Franken";"A";"Normaler Wert";"";"2020-01-01/2020-12-31";"BFS – Regionale Landwirtschaftliche Gesamtrechnung (R-LGR)";"2023-11-16";"kant";"Cantons";"1997-01-01";"24497";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/24497_fr.html"
"7";"Nidwalden";"Subventions en milliers de francs";22535;"1000 francs";"A";"Normaler Wert";"";"2020-01-01/2020-12-31";"BFS – Regionale Landwirtschaftliche Gesamtrechnung (R-LGR)";"2023-11-16";"kant";"Cantons";"1997-01-01";"24497";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/24497_fr.html"
"7";"Nidwalden";"Subventions (en francs) par hectare**";3809;"1000 Franken";"A";"Normaler Wert";"";"2020-01-01/2020-12-31";"BFS – Regionale Landwirtschaftliche Gesamtrechnung (R-LGR)";"2023-11-16";"kant";"Cantons";"1997-01-01";"24497";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/24497_fr.html"
"8";"Glarus";"Subventions en milliers de francs";27967;"1000 francs";"A";"Normaler Wert";"";"2020-01-01/2020-12-31";"BFS – Regionale Landwirtschaftliche Gesamtrechnung (R-LGR)";"2023-11-16";"kant";"Cantons";"1997-01-01";"24497";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/24497_fr.html"
"8";"Glarus";"Subventions (en francs) par hectare**";4042;"1000 Franken";"A";"Normaler Wert";"";"2020-01-01/2020-12-31";"BFS – Regionale Landwirtschaftliche Gesamtrechnung (R-LGR)";"2023-11-16";"kant";"Cantons";"1997-01-01";"24497";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/24497_fr.html"
"9";"Zug";"Subventions en milliers de francs";31167;"1000 francs";"A";"Normaler Wert";"";"2020-01-01/2020-12-31";"BFS – Regionale Landwirtschaftliche Gesamtrechnung (R-LGR)";"2023-11-16";"kant";"Cantons";"1997-01-01";"24497";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/24497_fr.html"
"9";"Zug";"Subventions (en francs) par hectare**";2938;"1000 Franken";"A";"Normaler Wert";"";"2020-01-01/2020-12-31";"BFS – Regionale Landwirtschaftliche Gesamtrechnung (R-LGR)";"2023-11-16";"kant";"Cantons";"1997-01-01";"24497";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/24497_fr.html"
"10";"Freiburg";"Subventions en milliers de francs";198127;"1000 francs";"A";"Normaler Wert";"";"2020-01-01/2020-12-31";"BFS – Regionale Landwirtschaftliche Gesamtrechnung (R-LGR)";"2023-11-16";"kant";"Cantons";"1997-01-01";"24497";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/24497_fr.html"
"10";"Freiburg";"Subventions (en francs) par hectare**";2640;"1000 Franken";"A";"Normaler Wert";"";"2020-01-01/2020-12-31";"BFS – Regionale Landwirtschaftliche Gesamtrechnung (R-LGR)";"2023-11-16";"kant";"Cantons";"1997-01-01";"24497";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/24497_fr.html"
"11";"Solothurn";"Subventions en milliers de francs";77871;"1000 francs";"A";"Normaler Wert";"";"2020-01-01/2020-12-31";"BFS – Regionale Landwirtschaftliche Gesamtrechnung (R-LGR)";"2023-11-16";"kant";"Cantons";"1997-01-01";"24497";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/24497_fr.html"
"11";"Solothurn";"Subventions (en francs) par hectare**";2475;"1000 Franken";"A";"Normaler Wert";"";"2020-01-01/2020-12-31";"BFS – Regionale Landwirtschaftliche Gesamtrechnung (R-LGR)";"2023-11-16";"kant";"Cantons";"1997-01-01";"24497";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/24497_fr.html"
"12";"Basel-Stadt";"Subventions en milliers de francs";;"1000 francs";"O";"Fehlender Wert";"";"2020-01-01/2020-12-31";"BFS – Regionale Landwirtschaftliche Gesamtrechnung (R-LGR)";"2023-11-16";"kant";"Cantons";"1997-01-01";"24497";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/24497_fr.html"
"12";"Basel-Stadt";"Subventions (en francs) par hectare**";;"1000 Franken";"O";"Fehlender Wert";"";"2020-01-01/2020-12-31";"BFS – Regionale Landwirtschaftliche Gesamtrechnung (R-LGR)";"2023-11-16";"kant";"Cantons";"1997-01-01";"24497";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/24497_fr.html"
"13";"Basel-Landschaft";"Subventions en milliers de francs";52988;"1000 francs";"A";"Normaler Wert";"";"2020-01-01/2020-12-31";"BFS – Regionale Landwirtschaftliche Gesamtrechnung (R-LGR)";"2023-11-16";"kant";"Cantons";"1997-01-01";"24497";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/24497_fr.html"
"13";"Basel-Landschaft";"Subventions (en francs) par hectare**";2424;"1000 Franken";"A";"Normaler Wert";"";"2020-01-01/2020-12-31";"BFS – Regionale Landwirtschaftliche Gesamtrechnung (R-LGR)";"2023-11-16";"kant";"Cantons";"1997-01-01";"24497";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/24497_fr.html"
"14";"Schaffhausen";"Subventions en milliers de francs";34394;"1000 francs";"A";"Normaler Wert";"";"2020-01-01/2020-12-31";"BFS – Regionale Landwirtschaftliche Gesamtrechnung (R-LGR)";"2023-11-16";"kant";"Cantons";"1997-01-01";"24497";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/24497_fr.html"
"14";"Schaffhausen";"Subventions (en francs) par hectare**";2156;"1000 Franken";"A";"Normaler Wert";"";"2020-01-01/2020-12-31";"BFS – Regionale Landwirtschaftliche Gesamtrechnung (R-LGR)";"2023-11-16";"kant";"Cantons";"1997-01-01";"24497";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/24497_fr.html"
"15";"Appenzell Ausserrhoden";"Subventions en milliers de francs";35393;"1000 francs";"A";"Normaler Wert";"";"2020-01-01/2020-12-31";"BFS – Regionale Landwirtschaftliche Gesamtrechnung (R-LGR)";"2023-11-16";"kant";"Cantons";"1997-01-01";"24497";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/24497_fr.html"
"15";"Appenzell Ausserrhoden";"Subventions (en francs) par hectare**";2981;"1000 Franken";"A";"Normaler Wert";"";"2020-01-01/2020-12-31";"BFS – Regionale Landwirtschaftliche Gesamtrechnung (R-LGR)";"2023-11-16";"kant";"Cantons";"1997-01-01";"24497";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/24497_fr.html"
"16";"Appenzell Innerrhoden";"Subventions en milliers de francs";22896;"1000 francs";"A";"Normaler Wert";"";"2020-01-01/2020-12-31";"BFS – Regionale Landwirtschaftliche Gesamtrechnung (R-LGR)";"2023-11-16";"kant";"Cantons";"1997-01-01";"24497";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/24497_fr.html"
"16";"Appenzell Innerrhoden";"Subventions (en francs) par hectare**";3219;"1000 Franken";"A";"Normaler Wert";"";"2020-01-01/2020-12-31";"BFS – Regionale Landwirtschaftliche Gesamtrechnung (R-LGR)";"2023-11-16";"kant";"Cantons";"1997-01-01";"24497";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/24497_fr.html"
"17";"St. Gallen";"Subventions en milliers de francs";214574;"1000 francs";"A";"Normaler Wert";"";"2020-01-01/2020-12-31";"BFS – Regionale Landwirtschaftliche Gesamtrechnung (R-LGR)";"2023-11-16";"kant";"Cantons";"1997-01-01";"24497";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/24497_fr.html"
"17";"St. Gallen";"Subventions (en francs) par hectare**";3010;"1000 Franken";"A";"Normaler Wert";"";"2020-01-01/2020-12-31";"BFS – Regionale Landwirtschaftliche Gesamtrechnung (R-LGR)";"2023-11-16";"kant";"Cantons";"1997-01-01";"24497";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/24497_fr.html"
"18";"Graubünden";"Subventions en milliers de francs";233344;"1000 francs";"A";"Normaler Wert";"";"2020-01-01/2020-12-31";"BFS – Regionale Landwirtschaftliche Gesamtrechnung (R-LGR)";"2023-11-16";"kant";"Cantons";"1997-01-01";"24497";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/24497_fr.html"
"18";"Graubünden";"Subventions (en francs) par hectare**";4148;"1000 Franken";"A";"Normaler Wert";"";"2020-01-01/2020-12-31";"BFS – Regionale Landwirtschaftliche Gesamtrechnung (R-LGR)";"2023-11-16";"kant";"Cantons";"1997-01-01";"24497";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/24497_fr.html"
