"GEO_ID";"GEO_NAME";"VARIABLE";VALUE;"UNIT";"STATUS";"STATUS_DESC";"DESC_VAL";"PERIOD_REF";"SOURCE";"LAST_UPDATE";"GEOM_CODE";"GEOM";"GEOM_PERIOD";"MAP_ID";"MAP_URL"
"1";"Zürich";"Subventions en milliers de francs";159813;"1000 francs";"A";"Normaler Wert";"";"2015-01-01/2015-12-31";"BFS – Regionale Landwirtschaftliche Gesamtrechnung (R-LGR)";"2020-11-03";"kant";"Cantons";"1997-01-01";"18437";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/18437_fr.html"
"1";"Zürich";"Subventions (en francs) par hectare**";2170;"1000 francs";"A";"Normaler Wert";"";"2015-01-01/2015-12-31";"BFS – Regionale Landwirtschaftliche Gesamtrechnung (R-LGR)";"2020-11-03";"kant";"Cantons";"1997-01-01";"18437";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/18437_fr.html"
"2";"Bern";"Subventions en milliers de francs";535909;"1000 francs";"A";"Normaler Wert";"";"2015-01-01/2015-12-31";"BFS – Regionale Landwirtschaftliche Gesamtrechnung (R-LGR)";"2020-11-03";"kant";"Cantons";"1997-01-01";"18437";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/18437_fr.html"
"2";"Bern";"Subventions (en francs) par hectare**";2796;"1000 francs";"A";"Normaler Wert";"";"2015-01-01/2015-12-31";"BFS – Regionale Landwirtschaftliche Gesamtrechnung (R-LGR)";"2020-11-03";"kant";"Cantons";"1997-01-01";"18437";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/18437_fr.html"
"3";"Luzern";"Subventions en milliers de francs";239781;"1000 francs";"A";"Normaler Wert";"";"2015-01-01/2015-12-31";"BFS – Regionale Landwirtschaftliche Gesamtrechnung (R-LGR)";"2020-11-03";"kant";"Cantons";"1997-01-01";"18437";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/18437_fr.html"
"3";"Luzern";"Subventions (en francs) par hectare**";3135;"1000 francs";"A";"Normaler Wert";"";"2015-01-01/2015-12-31";"BFS – Regionale Landwirtschaftliche Gesamtrechnung (R-LGR)";"2020-11-03";"kant";"Cantons";"1997-01-01";"18437";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/18437_fr.html"
"4";"Uri";"Subventions en milliers de francs";27560;"1000 francs";"A";"Normaler Wert";"";"2015-01-01/2015-12-31";"BFS – Regionale Landwirtschaftliche Gesamtrechnung (R-LGR)";"2020-11-03";"kant";"Cantons";"1997-01-01";"18437";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/18437_fr.html"
"4";"Uri";"Subventions (en francs) par hectare**";4085;"1000 francs";"A";"Normaler Wert";"";"2015-01-01/2015-12-31";"BFS – Regionale Landwirtschaftliche Gesamtrechnung (R-LGR)";"2020-11-03";"kant";"Cantons";"1997-01-01";"18437";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/18437_fr.html"
"5";"Schwyz";"Subventions en milliers de francs";84266;"1000 francs";"A";"Normaler Wert";"";"2015-01-01/2015-12-31";"BFS – Regionale Landwirtschaftliche Gesamtrechnung (R-LGR)";"2020-11-03";"kant";"Cantons";"1997-01-01";"18437";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/18437_fr.html"
"5";"Schwyz";"Subventions (en francs) par hectare**";3456;"1000 francs";"A";"Normaler Wert";"";"2015-01-01/2015-12-31";"BFS – Regionale Landwirtschaftliche Gesamtrechnung (R-LGR)";"2020-11-03";"kant";"Cantons";"1997-01-01";"18437";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/18437_fr.html"
"6";"Obwalden";"Subventions en milliers de francs";32740;"1000 francs";"A";"Normaler Wert";"";"2015-01-01/2015-12-31";"BFS – Regionale Landwirtschaftliche Gesamtrechnung (R-LGR)";"2020-11-03";"kant";"Cantons";"1997-01-01";"18437";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/18437_fr.html"
"6";"Obwalden";"Subventions (en francs) par hectare**";4197;"1000 francs";"A";"Normaler Wert";"";"2015-01-01/2015-12-31";"BFS – Regionale Landwirtschaftliche Gesamtrechnung (R-LGR)";"2020-11-03";"kant";"Cantons";"1997-01-01";"18437";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/18437_fr.html"
"7";"Nidwalden";"Subventions en milliers de francs";22328;"1000 francs";"A";"Normaler Wert";"";"2015-01-01/2015-12-31";"BFS – Regionale Landwirtschaftliche Gesamtrechnung (R-LGR)";"2020-11-03";"kant";"Cantons";"1997-01-01";"18437";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/18437_fr.html"
"7";"Nidwalden";"Subventions (en francs) par hectare**";3720;"1000 francs";"A";"Normaler Wert";"";"2015-01-01/2015-12-31";"BFS – Regionale Landwirtschaftliche Gesamtrechnung (R-LGR)";"2020-11-03";"kant";"Cantons";"1997-01-01";"18437";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/18437_fr.html"
"8";"Glarus";"Subventions en milliers de francs";27209;"1000 francs";"A";"Normaler Wert";"";"2015-01-01/2015-12-31";"BFS – Regionale Landwirtschaftliche Gesamtrechnung (R-LGR)";"2020-11-03";"kant";"Cantons";"1997-01-01";"18437";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/18437_fr.html"
"8";"Glarus";"Subventions (en francs) par hectare**";3947;"1000 francs";"A";"Normaler Wert";"";"2015-01-01/2015-12-31";"BFS – Regionale Landwirtschaftliche Gesamtrechnung (R-LGR)";"2020-11-03";"kant";"Cantons";"1997-01-01";"18437";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/18437_fr.html"
"9";"Zug";"Subventions en milliers de francs";30811;"1000 francs";"A";"Normaler Wert";"";"2015-01-01/2015-12-31";"BFS – Regionale Landwirtschaftliche Gesamtrechnung (R-LGR)";"2020-11-03";"kant";"Cantons";"1997-01-01";"18437";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/18437_fr.html"
"9";"Zug";"Subventions (en francs) par hectare**";2898;"1000 francs";"A";"Normaler Wert";"";"2015-01-01/2015-12-31";"BFS – Regionale Landwirtschaftliche Gesamtrechnung (R-LGR)";"2020-11-03";"kant";"Cantons";"1997-01-01";"18437";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/18437_fr.html"
"10";"Freiburg";"Subventions en milliers de francs";201487;"1000 francs";"A";"Normaler Wert";"";"2015-01-01/2015-12-31";"BFS – Regionale Landwirtschaftliche Gesamtrechnung (R-LGR)";"2020-11-03";"kant";"Cantons";"1997-01-01";"18437";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/18437_fr.html"
"10";"Freiburg";"Subventions (en francs) par hectare**";2662;"1000 francs";"A";"Normaler Wert";"";"2015-01-01/2015-12-31";"BFS – Regionale Landwirtschaftliche Gesamtrechnung (R-LGR)";"2020-11-03";"kant";"Cantons";"1997-01-01";"18437";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/18437_fr.html"
"11";"Solothurn";"Subventions en milliers de francs";77256;"1000 francs";"A";"Normaler Wert";"";"2015-01-01/2015-12-31";"BFS – Regionale Landwirtschaftliche Gesamtrechnung (R-LGR)";"2020-11-03";"kant";"Cantons";"1997-01-01";"18437";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/18437_fr.html"
"11";"Solothurn";"Subventions (en francs) par hectare**";2450;"1000 francs";"A";"Normaler Wert";"";"2015-01-01/2015-12-31";"BFS – Regionale Landwirtschaftliche Gesamtrechnung (R-LGR)";"2020-11-03";"kant";"Cantons";"1997-01-01";"18437";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/18437_fr.html"
"12";"Basel-Stadt";"Subventions en milliers de francs";;"1000 francs";"O";"Fehlender Wert";"";"2015-01-01/2015-12-31";"BFS – Regionale Landwirtschaftliche Gesamtrechnung (R-LGR)";"2020-11-03";"kant";"Cantons";"1997-01-01";"18437";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/18437_fr.html"
"12";"Basel-Stadt";"Subventions (en francs) par hectare**";;"1000 francs";"O";"Fehlender Wert";"";"2015-01-01/2015-12-31";"BFS – Regionale Landwirtschaftliche Gesamtrechnung (R-LGR)";"2020-11-03";"kant";"Cantons";"1997-01-01";"18437";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/18437_fr.html"
"13";"Basel-Landschaft";"Subventions en milliers de francs";53101;"1000 francs";"A";"Normaler Wert";"";"2015-01-01/2015-12-31";"BFS – Regionale Landwirtschaftliche Gesamtrechnung (R-LGR)";"2020-11-03";"kant";"Cantons";"1997-01-01";"18437";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/18437_fr.html"
"13";"Basel-Landschaft";"Subventions (en francs) par hectare**";2408;"1000 francs";"A";"Normaler Wert";"";"2015-01-01/2015-12-31";"BFS – Regionale Landwirtschaftliche Gesamtrechnung (R-LGR)";"2020-11-03";"kant";"Cantons";"1997-01-01";"18437";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/18437_fr.html"
"14";"Schaffhausen";"Subventions en milliers de francs";33134;"1000 francs";"A";"Normaler Wert";"";"2015-01-01/2015-12-31";"BFS – Regionale Landwirtschaftliche Gesamtrechnung (R-LGR)";"2020-11-03";"kant";"Cantons";"1997-01-01";"18437";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/18437_fr.html"
"14";"Schaffhausen";"Subventions (en francs) par hectare**";2124;"1000 francs";"A";"Normaler Wert";"";"2015-01-01/2015-12-31";"BFS – Regionale Landwirtschaftliche Gesamtrechnung (R-LGR)";"2020-11-03";"kant";"Cantons";"1997-01-01";"18437";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/18437_fr.html"
"15";"Appenzell Ausserrhoden";"Subventions en milliers de francs";35513;"1000 francs";"A";"Normaler Wert";"";"2015-01-01/2015-12-31";"BFS – Regionale Landwirtschaftliche Gesamtrechnung (R-LGR)";"2020-11-03";"kant";"Cantons";"1997-01-01";"18437";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/18437_fr.html"
"15";"Appenzell Ausserrhoden";"Subventions (en francs) par hectare**";2993;"1000 francs";"A";"Normaler Wert";"";"2015-01-01/2015-12-31";"BFS – Regionale Landwirtschaftliche Gesamtrechnung (R-LGR)";"2020-11-03";"kant";"Cantons";"1997-01-01";"18437";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/18437_fr.html"
"16";"Appenzell Innerrhoden";"Subventions en milliers de francs";22848;"1000 francs";"A";"Normaler Wert";"";"2015-01-01/2015-12-31";"BFS – Regionale Landwirtschaftliche Gesamtrechnung (R-LGR)";"2020-11-03";"kant";"Cantons";"1997-01-01";"18437";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/18437_fr.html"
"16";"Appenzell Innerrhoden";"Subventions (en francs) par hectare**";3180;"1000 francs";"A";"Normaler Wert";"";"2015-01-01/2015-12-31";"BFS – Regionale Landwirtschaftliche Gesamtrechnung (R-LGR)";"2020-11-03";"kant";"Cantons";"1997-01-01";"18437";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/18437_fr.html"
"17";"St. Gallen";"Subventions en milliers de francs";208402;"1000 francs";"A";"Normaler Wert";"";"2015-01-01/2015-12-31";"BFS – Regionale Landwirtschaftliche Gesamtrechnung (R-LGR)";"2020-11-03";"kant";"Cantons";"1997-01-01";"18437";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/18437_fr.html"
"17";"St. Gallen";"Subventions (en francs) par hectare**";2912;"1000 francs";"A";"Normaler Wert";"";"2015-01-01/2015-12-31";"BFS – Regionale Landwirtschaftliche Gesamtrechnung (R-LGR)";"2020-11-03";"kant";"Cantons";"1997-01-01";"18437";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/18437_fr.html"
"18";"Graubünden";"Subventions en milliers de francs";223011;"1000 francs";"A";"Normaler Wert";"";"2015-01-01/2015-12-31";"BFS – Regionale Landwirtschaftliche Gesamtrechnung (R-LGR)";"2020-11-03";"kant";"Cantons";"1997-01-01";"18437";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/18437_fr.html"
"18";"Graubünden";"Subventions (en francs) par hectare**";3992;"1000 francs";"A";"Normaler Wert";"";"2015-01-01/2015-12-31";"BFS – Regionale Landwirtschaftliche Gesamtrechnung (R-LGR)";"2020-11-03";"kant";"Cantons";"1997-01-01";"18437";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/18437_fr.html"
"19";"Aargau";"Subventions en milliers de francs";136913;"1000 francs";"A";"Normaler Wert";"";"2015-01-01/2015-12-31";"BFS – Regionale Landwirtschaftliche Gesamtrechnung (R-LGR)";"2020-11-03";"kant";"Cantons";"1997-01-01";"18437";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/18437_fr.html"
"19";"Aargau";"Subventions (en francs) par hectare**";2251;"1000 francs";"A";"Normaler Wert";"";"2015-01-01/2015-12-31";"BFS – Regionale Landwirtschaftliche Gesamtrechnung (R-LGR)";"2020-11-03";"kant";"Cantons";"1997-01-01";"18437";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/18437_fr.html"
"20";"Thurgau";"Subventions en milliers de francs";119332;"1000 francs";"A";"Normaler Wert";"";"2015-01-01/2015-12-31";"BFS – Regionale Landwirtschaftliche Gesamtrechnung (R-LGR)";"2020-11-03";"kant";"Cantons";"1997-01-01";"18437";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/18437_fr.html"
"20";"Thurgau";"Subventions (en francs) par hectare**";2412;"1000 francs";"A";"Normaler Wert";"";"2015-01-01/2015-12-31";"BFS – Regionale Landwirtschaftliche Gesamtrechnung (R-LGR)";"2020-11-03";"kant";"Cantons";"1997-01-01";"18437";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/18437_fr.html"
"21";"Tessin";"Subventions en milliers de francs";45970;"1000 francs";"A";"Normaler Wert";"";"2015-01-01/2015-12-31";"BFS – Regionale Landwirtschaftliche Gesamtrechnung (R-LGR)";"2020-11-03";"kant";"Cantons";"1997-01-01";"18437";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/18437_fr.html"
"21";"Tessin";"Subventions (en francs) par hectare**";3222;"1000 francs";"A";"Normaler Wert";"";"2015-01-01/2015-12-31";"BFS – Regionale Landwirtschaftliche Gesamtrechnung (R-LGR)";"2020-11-03";"kant";"Cantons";"1997-01-01";"18437";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/18437_fr.html"
"22";"Waadt";"Subventions en milliers de francs";276382;"1000 francs";"A";"Normaler Wert";"";"2015-01-01/2015-12-31";"BFS – Regionale Landwirtschaftliche Gesamtrechnung (R-LGR)";"2020-11-03";"kant";"Cantons";"1997-01-01";"18437";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/18437_fr.html"
"22";"Waadt";"Subventions (en francs) par hectare**";2541;"1000 francs";"A";"Normaler Wert";"";"2015-01-01/2015-12-31";"BFS – Regionale Landwirtschaftliche Gesamtrechnung (R-LGR)";"2020-11-03";"kant";"Cantons";"1997-01-01";"18437";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/18437_fr.html"
"23";"Wallis";"Subventions en milliers de francs";139583;"1000 francs";"A";"Normaler Wert";"";"2015-01-01/2015-12-31";"BFS – Regionale Landwirtschaftliche Gesamtrechnung (R-LGR)";"2020-11-03";"kant";"Cantons";"1997-01-01";"18437";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/18437_fr.html"
"23";"Wallis";"Subventions (en francs) par hectare**";3700;"1000 francs";"A";"Normaler Wert";"";"2015-01-01/2015-12-31";"BFS – Regionale Landwirtschaftliche Gesamtrechnung (R-LGR)";"2020-11-03";"kant";"Cantons";"1997-01-01";"18437";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/18437_fr.html"
"24";"Neuenburg";"Subventions en milliers de francs";79206;"1000 francs";"A";"Normaler Wert";"";"2015-01-01/2015-12-31";"BFS – Regionale Landwirtschaftliche Gesamtrechnung (R-LGR)";"2020-11-03";"kant";"Cantons";"1997-01-01";"18437";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/18437_fr.html"
"24";"Neuenburg";"Subventions (en francs) par hectare**";2494;"1000 francs";"A";"Normaler Wert";"";"2015-01-01/2015-12-31";"BFS – Regionale Landwirtschaftliche Gesamtrechnung (R-LGR)";"2020-11-03";"kant";"Cantons";"1997-01-01";"18437";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/18437_fr.html"
"25";"Genf";"Subventions en milliers de francs";22604;"1000 francs";"A";"Normaler Wert";"";"2015-01-01/2015-12-31";"BFS – Regionale Landwirtschaftliche Gesamtrechnung (R-LGR)";"2020-11-03";"kant";"Cantons";"1997-01-01";"18437";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/18437_fr.html"
"25";"Genf";"Subventions (en francs) par hectare**";2029;"1000 francs";"A";"Normaler Wert";"";"2015-01-01/2015-12-31";"BFS – Regionale Landwirtschaftliche Gesamtrechnung (R-LGR)";"2020-11-03";"kant";"Cantons";"1997-01-01";"18437";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/18437_fr.html"
